title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,image_path,image_size,image_width,image_height,image_new_size,image_new_width,image_new_height,image_new_path
Young Woman. Asleep,239318,Somov Konstantin,1909.0,https://uploads6.wikiart.org/images/konstantin-somov/young-woman-asleep.jpg!Large.jpg,konstantin-somov,portrait,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/1909/239318.jpg,"(780, 1000)",780,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1909_239318.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1909_239318.jpg
"Zeus, god of Olympus",9223372032559905698,￿,2014.0,https://uploads5.wikiart.org/00433/images/agnes-von-angelis-ava/20-zeus-gott-des-olymps-2014-f-r-wikiart.jpg!Large.jpg,agnes-von-angelis-ava,"mythological painting, figurative",,"Art Nouveau (Modern), Symbolism",,1.0,wikiart-master/wiki_art_saved/images/agnes-von-angelis-ava/2014/9223372032559905698.jpg,"(627, 850)",627,850,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2014_9223372032559905698.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2014_9223372032559905698.jpg
"View of the Roman Campagna (preparatory study for To Munke, Aften)",9223372032559878545,Bloch Carl,,https://uploads6.wikiart.org/00362/images/carl-bloch/carl-heinrich-bloch-view-of-the-roman-campagna-preparatory-study-for-to-munke-aften-2.jpg!Large.jpg,carl-bloch,"landscape, cloudscape",,Realism,,1.0,wikiart-master/wiki_art_saved/images/carl-bloch/unknown-year/9223372032559878545.jpg,"(500, 331)",500,331,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/carl-bloch_unknown-year_9223372032559878545.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/carl-bloch_unknown-year_9223372032559878545.jpg
Portrait of a Lady,267806,Boldini Giovanni,1912.0,https://uploads4.wikiart.org/images/giovanni-boldini/portrait-of-a-lady-1912-1.jpg!Large.jpg,giovanni-boldini,portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/images/giovanni-boldini/1912/267806.jpg,"(615, 743)",615,743,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1912_267806.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1912_267806.jpg
Yellow Canoe,331944,Bickerton Ashley,2010.0,https://uploads5.wikiart.org/images/ashley-bickerton/yellow-canoe-2010.jpg!Large.jpg,ashley-bickerton,figurative,,Neo-Pop Art,,1.0,wikiart-master/wiki_art_saved/images/ashley-bickerton/2010/331944.jpg,"(560, 427)",560,427,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/ashley-bickerton_2010_331944.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/ashley-bickerton_2010_331944.jpg
Star of Betlehem,360545,Stefanescu George,1993.0,https://uploads8.wikiart.org/images/george-stefanescu-ramnic/star-of-betlehem-1993.jpg!Large.jpg,george-stefanescu,religious painting,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1993/360545.jpg,"(629, 800)",629,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1993_360545.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1993_360545.jpg
Abstract Composition,261357,Bogomazov Oleksandr,1915.0,https://uploads4.wikiart.org/images/oleksandr-bogomazov/abstract-composition-1.jpg!Large.jpg,oleksandr-bogomazov,abstract,,Cubo-Futurism,,1.0,wikiart-master/wiki_art_saved/images/oleksandr-bogomazov/1915/261357.jpg,"(674, 745)",674,745,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/oleksandr-bogomazov_1915_261357.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/oleksandr-bogomazov_1915_261357.jpg
Nude at the Toilet Table,221993,Bonnard Pierre,1925.0,https://uploads6.wikiart.org/images/pierre-bonnard/nude-at-the-toilet-table-1925.jpg!Large.jpg,pierre-bonnard,nude painting (nu),,Intimism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1925/221993.jpg,"(474, 844)",474,844,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1925_221993.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1925_221993.jpg
Vivaldi,9223372032559876129,Sokolov Oleh,1975.0,https://uploads6.wikiart.org/00344/images/oleh-sokolov/1975.jpg!Large.jpg,oleh-sokolov,abstract,,Conceptual Art,,1.0,wikiart-master/wiki_art_saved/images/oleh-sokolov/1975/9223372032559876129.jpg,"(1000, 650)",1000,650,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/oleh-sokolov_1975_9223372032559876129.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/oleh-sokolov_1975_9223372032559876129.jpg
Self-Portrait with Death Playing the Fiddle,9223372032559902192,Böcklin Arnold,,https://uploads3.wikiart.org/00404/images/arnold-bocklin/arnold-boecklin-fiedelnder-tod.jpg!Large.jpg,arnold-bocklin,"self-portrait, allegorical painting",,,,1.0,wikiart-master/wiki_art_saved/images/arnold-bocklin/unknown-year/9223372032559902192.jpg,"(800, 991)",800,991,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arnold-bocklin_unknown-year_9223372032559902192.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arnold-bocklin_unknown-year_9223372032559902192.jpg
The Herring Packers Tower with the City Inn in the Background,9223372032559847882,Storck Abraham,1687.0,https://uploads8.wikiart.org/00281/images/abraham-storck/sa-6074-de-haringpakkerstoren-met-de-stadsherberg-op-de-achtergrond-de-haringpakkerstoren-met-op-de.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/abraham-storck/1687/9223372032559847882.jpg,"(796, 1024)",796,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/abraham-storck_1687_9223372032559847882.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/abraham-storck_1687_9223372032559847882.jpg
The Eruption,9223372032559832912,Black Dorrit,1930.0,https://uploads2.wikiart.org/00207/images/dorrit-black/the-eruption-c-1929-30.jpg!Large.jpg,dorrit-black,cityscape,,Cubism,,1.0,wikiart-master/wiki_art_saved/images/dorrit-black/1930/9223372032559832912.jpg,"(364, 480)",364,480,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/dorrit-black_1930_9223372032559832912.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/dorrit-black_1930_9223372032559832912.jpg
Turkish steamships attack 44 gun fregate Flora,261103,Bogolyubov Alexey,1857.0,https://uploads4.wikiart.org/images/alexey-bogolyubov/turkish-steamships-attack-44-gun-fregate-flora-1857.jpg!Large.jpg,alexey-bogolyubov,marina,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/alexey-bogolyubov/1857/261103.jpg,"(1000, 616)",1000,616,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alexey-bogolyubov_1857_261103.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alexey-bogolyubov_1857_261103.jpg
Statue in the Park of Versailles,267883,Boldini Giovanni,1895.0,https://uploads2.wikiart.org/images/giovanni-boldini/statue-in-the-park-of-versailles.jpg!Large.jpg,giovanni-boldini,cityscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/giovanni-boldini/1895/267883.jpg,"(900, 1172)",900,1172,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1895_267883.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1895_267883.jpg
Girl and Flowers,358440,Blackman Charles,,https://uploads4.wikiart.org/images/charles-blackman/girl-and-flowers.jpg!Large.jpg,charles-blackman,genre painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/charles-blackman/unknown-year/358440.jpg,"(750, 900)",750,900,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/charles-blackman_unknown-year_358440.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/charles-blackman_unknown-year_358440.jpg
Three Cows In The Pasture,9223372032559885394,Bonheur Rosa,,https://uploads7.wikiart.org/00381/images/rosa-bonheur/trois-vaches-au-paturage-rosa-bonheur.jpg!Large.jpg,rosa-bonheur,animal painting,,Realism,,1.0,wikiart-master/wiki_art_saved/images/rosa-bonheur/unknown-year/9223372032559885394.jpg,"(900, 662)",900,662,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/rosa-bonheur_unknown-year_9223372032559885394.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/rosa-bonheur_unknown-year_9223372032559885394.jpg
Church on a Hill,9223372032559832946,Black Dorrit,,https://uploads5.wikiart.org/00207/images/dorrit-black/church-on-a-hill.jpg!Large.jpg,dorrit-black,landscape,,"Cubism, Expressionism",,1.0,wikiart-master/wiki_art_saved/images/dorrit-black/unknown-year/9223372032559832946.jpg,"(550, 384)",550,384,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/dorrit-black_unknown-year_9223372032559832946.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/dorrit-black_unknown-year_9223372032559832946.jpg
The Eavesdropper,278448,Blaas Eugene de,1906.0,https://uploads3.wikiart.org/images/eugene-de-blaas/the-eavesdropper.jpg!Large.jpg,eugene-de-blaas,genre painting,,Academicism,,1.0,wikiart-master/wiki_art_saved/images/eugene-de-blaas/1906/278448.jpg,"(1074, 2000)",1074,2000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/eugene-de-blaas_1906_278448.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/eugene-de-blaas_1906_278448.jpg
Meeting,262859,Solomko Sergey,,https://uploads4.wikiart.org/images/sergey-solomko/meeting-4.jpg!Large.jpg,sergey-solomko,genre painting,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/sergey-solomko/unknown-year/262859.jpg,"(803, 519)",803,519,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/sergey-solomko_unknown-year_262859.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/sergey-solomko_unknown-year_262859.jpg
Vitrine of Reference,332908,Boltanski Christian,1971.0,https://uploads7.wikiart.org/images/christian-boltanski/vitrine-of-reference-1971.jpg!Large.jpg,christian-boltanski,figurative,,Conceptual Art,,1.0,wikiart-master/wiki_art_saved/images/christian-boltanski/1971/332908.jpg,"(600, 298)",600,298,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/christian-boltanski_1971_332908.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/christian-boltanski_1971_332908.jpg
The stagecoach,276116,Spitzweg Carl,1880.0,https://uploads4.wikiart.org/images/carl-spitzweg/the-stagecoach-1880.jpg!Large.jpg,carl-spitzweg,genre painting,,Biedermeier,,1.0,wikiart-master/wiki_art_saved/images/carl-spitzweg/1880/276116.jpg,"(1576, 2492)",1576,2492,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/carl-spitzweg_1880_276116.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/carl-spitzweg_1880_276116.jpg
Portrait of Francis Edward James,273760,Steer Philip Wilson,1892.0,https://uploads1.wikiart.org/images/philip-wilson-steer/portrait-of-francis-edward-james-1892.jpg!Large.jpg,philip-wilson-steer,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/philip-wilson-steer/1892/273760.jpg,"(400, 301)",400,301,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/philip-wilson-steer_1892_273760.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/philip-wilson-steer_1892_273760.jpg
"Wind, Rain and Sunshine",360820,David Cox,1845.0,https://uploads8.wikiart.org/images/david-cox/wind-rain-and-sunshine-1845.jpg!Large.jpg,david-cox,landscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/david-cox/1845/360820.jpg,"(1140, 823)",1140,823,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1845_360820.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1845_360820.jpg
The Music,334288,Stefanescu George,1978.0,https://uploads6.wikiart.org/images/george-stefanescu-ramnic/music-1978.jpg!Large.jpg,george-stefanescu,genre painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1978/334288.jpg,"(990, 800)",990,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1978_334288.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1978_334288.jpg
Shadegan I,9223372032559850977,Aghaei Mohammad Amin,,https://uploads7.wikiart.org/00290/images/amin-aghaei/shadegan-1.jpg!Large.jpg,amin-aghaei,abstract,,Abstract Art,,1.0,wikiart-master/wiki_art_saved/images/amin-aghaei/unknown-year/9223372032559850977.jpg,"(981, 800)",981,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/amin-aghaei_unknown-year_9223372032559850977.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/amin-aghaei_unknown-year_9223372032559850977.jpg
Grand Tetons,260084,Bierstadt Albert,,https://uploads0.wikiart.org/images/albert-bierstadt/grand-tetons.jpg!Large.jpg,albert-bierstadt,landscape,,Luminism,,1.0,wikiart-master/wiki_art_saved/images/albert-bierstadt/unknown-year/260084.jpg,"(883, 646)",883,646,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_unknown-year_260084.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_unknown-year_260084.jpg
"Offering of the Mandan Indians, plate 14 from Volume 1 of 'Travels in the Interior of North America'",279927,Bodmer Karl,1843.0,https://uploads5.wikiart.org/images/karl-bodmer/offering-of-the-mandan-indians-plate-14-from-volume-1-of-travels-in-the-interior-of-north-1843.jpg!Large.jpg,karl-bodmer,landscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/karl-bodmer/1843/279927.jpg,"(3698, 2768)",3698,2768,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/karl-bodmer_1843_279927.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/karl-bodmer_1843_279927.jpg
Triumph of Charles III at the Battle of Velletri,274912,Solimena Francesco,1744.0,https://uploads2.wikiart.org/images/francesco-solimena/triumph-of-charles-iii-at-the-battle-of-velletri.jpg!Large.jpg,francesco-solimena,portrait,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/francesco-solimena/1744/274912.jpg,"(408, 305)",408,305,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/francesco-solimena_1744_274912.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/francesco-solimena_1744_274912.jpg
Marilyn,307104,D'Arcangelo Allan,1962.0,https://uploads1.wikiart.org/images/allan-d-arcangelo/marilyn-1962.jpg!Large.jpg,allan-d-arcangelo,figurative,,Pop Art,,1.0,wikiart-master/wiki_art_saved/images/allan-d-arcangelo/1962/307104.jpg,"(543, 600)",543,600,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/allan-d-arcangelo_1962_307104.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/allan-d-arcangelo_1962_307104.jpg
Ecclesia Surrounded by Angels Holding the Instruments of the Passion,9223372032559886828,Strozzi Bernardo,,https://uploads0.wikiart.org/00383/images/bernardo-strozzi/ecclesia-surrounded-by-angels-holding-the-instruments-of-the-passion-1991-150-69.jpg!Large.jpg,bernardo-strozzi,religious painting,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/bernardo-strozzi/unknown-year/9223372032559886828.jpg,"(2878, 4000)",2878,4000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/bernardo-strozzi_unknown-year_9223372032559886828.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/bernardo-strozzi_unknown-year_9223372032559886828.jpg
Anael - Engel der heiligen Liebe,9223372032559901677,￿,2018.0,https://uploads7.wikiart.org/00402/images/agnes-von-angelis-ava/05-engel-der-liebe-signatur.jpg!Large.jpg,agnes-von-angelis-ava,"religious painting, figurative",,"Art Nouveau (Modern), Symbolism",,1.0,wikiart-master/wiki_art_saved/images/agnes-von-angelis-ava/2018/9223372032559901677.jpg,"(642, 850)",642,850,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2018_9223372032559901677.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2018_9223372032559901677.jpg
Dahlias,260348,Bilokur Kateryna,1957.0,https://uploads0.wikiart.org/images/kateryna-bilokur/dahlias-1957.jpg!Large.jpg,kateryna-bilokur,flower painting,,Naïve Art (Primitivism),,1.0,wikiart-master/wiki_art_saved/images/kateryna-bilokur/1957/260348.jpg,"(891, 1148)",891,1148,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/kateryna-bilokur_1957_260348.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/kateryna-bilokur_1957_260348.jpg
Magic Garden (Night Vision),239188,Somov Konstantin,1914.0,https://uploads4.wikiart.org/images/konstantin-somov/magic-garden-night-vision.jpg!Large.jpg,konstantin-somov,symbolic painting,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/1914/239188.jpg,"(932, 1000)",932,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1914_239188.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1914_239188.jpg
"'Emilius', a Bay Racehorse in a Paddock",9223372032559849531,Sr. John Frederick Herring,,https://uploads1.wikiart.org/00287/images/john-frederick-herring-sr/emilius-a-bay-racehorse-in-a-paddock.jpg!Large.jpg,john-frederick-herring-sr,animal painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/john-frederick-herring-sr/unknown-year/9223372032559849531.jpg,"(430, 300)",430,300,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/john-frederick-herring-sr_unknown-year_9223372032559849531.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/john-frederick-herring-sr_unknown-year_9223372032559849531.jpg
The construction of two gasholders for the Hollandsche Gazfabriek on the Schans,273968,Springer Cornelis,1847.0,https://uploads1.wikiart.org/images/cornelis-springer/the-construction-of-two-gasholders-for-the-hollandsche-gazfabriek-on-the-schans-1847.jpg!Large.jpg,cornelis-springer,cityscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/cornelis-springer/1847/273968.jpg,"(425, 315)",425,315,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/cornelis-springer_1847_273968.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/cornelis-springer_1847_273968.jpg
A Lady Playing the Lute,9223372032559829676,Bol Ferdinand,1654.0,https://uploads8.wikiart.org/00381/images/ferdinand-bol/a-lady-playing-the-lute-ferdinand-bol.jpg!Large.jpg,ferdinand-bol,portrait,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/ferdinand-bol/1654/9223372032559829676.jpg,"(711, 900)",711,900,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/ferdinand-bol_1654_9223372032559829676.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/ferdinand-bol_1654_9223372032559829676.jpg
Ice Hockey World Championship,9223372032559876120,Sokolov Oleh,1977.0,https://uploads8.wikiart.org/00344/images/oleh-sokolov/1977-1.jpg!Large.jpg,oleh-sokolov,abstract,,Conceptual Art,,1.0,wikiart-master/wiki_art_saved/images/oleh-sokolov/1977/9223372032559876120.jpg,"(1000, 716)",1000,716,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/oleh-sokolov_1977_9223372032559876120.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/oleh-sokolov_1977_9223372032559876120.jpg
